":START_ID",":END_ID",":TYPE"
"EV_21","LANE_A","EVIDENCE_IN_LANE"
"EV_22","LANE_A","EVIDENCE_IN_LANE"
"EV_23","LANE_A","EVIDENCE_IN_LANE"
"EV_24","LANE_A","EVIDENCE_IN_LANE"
"EV_25","LANE_A","EVIDENCE_IN_LANE"
"EV_26","LANE_A","EVIDENCE_IN_LANE"
"EV_27","LANE_A","EVIDENCE_IN_LANE"
"EV_29","LANE_A","EVIDENCE_IN_LANE"
"EV_30","LANE_A","EVIDENCE_IN_LANE"
"EV_51","LANE_A","EVIDENCE_IN_LANE"
"EV_52","LANE_A","EVIDENCE_IN_LANE"
"EV_53","LANE_A","EVIDENCE_IN_LANE"
"EV_54","LANE_A","EVIDENCE_IN_LANE"
"EV_55","LANE_A","EVIDENCE_IN_LANE"
"EV_56","LANE_A","EVIDENCE_IN_LANE"
"EV_57","LANE_A","EVIDENCE_IN_LANE"
"EV_58","LANE_A","EVIDENCE_IN_LANE"
"EV_59","LANE_A","EVIDENCE_IN_LANE"
"EV_60","LANE_A","EVIDENCE_IN_LANE"
"EV_81","LANE_A","EVIDENCE_IN_LANE"
"EV_82","LANE_A","EVIDENCE_IN_LANE"
"EV_83","LANE_A","EVIDENCE_IN_LANE"
"EV_84","LANE_A","EVIDENCE_IN_LANE"
"EV_85","LANE_A","EVIDENCE_IN_LANE"
"EV_86","LANE_A","EVIDENCE_IN_LANE"
"EV_87","LANE_A","EVIDENCE_IN_LANE"
"EV_88","LANE_A","EVIDENCE_IN_LANE"
"EV_89","LANE_A","EVIDENCE_IN_LANE"
"EV_90","LANE_A","EVIDENCE_IN_LANE"
"EV_515","LANE_A","EVIDENCE_IN_LANE"
"EV_516","LANE_A","EVIDENCE_IN_LANE"
"EV_517","LANE_A","EVIDENCE_IN_LANE"
"EV_518","LANE_A","EVIDENCE_IN_LANE"
"EV_519","LANE_A","EVIDENCE_IN_LANE"
"EV_520","LANE_A","EVIDENCE_IN_LANE"
"EV_521","LANE_A","EVIDENCE_IN_LANE"
"EV_522","LANE_A","EVIDENCE_IN_LANE"
"EV_523","LANE_A","EVIDENCE_IN_LANE"
"EV_524","LANE_A","EVIDENCE_IN_LANE"
"EV_525","LANE_A","EVIDENCE_IN_LANE"
"EV_526","LANE_A","EVIDENCE_IN_LANE"
"EV_527","LANE_A","EVIDENCE_IN_LANE"
"EV_528","LANE_A","EVIDENCE_IN_LANE"
"EV_529","LANE_A","EVIDENCE_IN_LANE"
"EV_530","LANE_A","EVIDENCE_IN_LANE"
"EV_531","LANE_A","EVIDENCE_IN_LANE"
"EV_532","LANE_A","EVIDENCE_IN_LANE"
