":START_ID",":END_ID",":TYPE"
"JUDGE_MCNEILL","VIOL_11","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_14","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_17","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_20","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_23","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_26","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_29","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_32","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_35","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_69","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_72","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_75","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_78","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_81","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_82","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_84","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_85","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_87","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_88","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_104","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_108","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_112","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_119","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_138","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_141","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_144","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_148","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_150","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_152","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_153","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_154","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_155","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_156","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_158","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_160","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_161","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_162","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_163","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_164","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_166","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_168","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_169","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_170","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_171","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_172","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_174","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_176","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_177","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_178","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_179","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_180","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_182","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_184","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_185","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_186","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_187","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_188","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_190","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_192","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_193","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_194","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_195","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_196","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_198","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_200","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_201","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_202","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_203","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_209","HAS_VIOLATION"
"JUDGE_MCNEILL","VIOL_240","HAS_VIOLATION"
