label,count
MRE 902,4
the regular parenting  time schedule.  Regular parenting  time shall occur up until holiday,4
participate  in extra-curricular  activities. The party exercising  parenting  time shall be,4
MRE 805,4
MRE 804,4
MCR 4.202,4
MCR 7.201,4
MCR 7.202,4
MCR 7.203,4
MCR 7.204,4
MCR 7.206,4
MRE 803(2),4
MCR 2.209,4
is the moral fitness of the parties as to how they wiil function as a parent.,4
MCR 3.903,4
MCR 4.201,4
MCR 3.935,4
regarding  the minor child through the AppClose  parenting  application.  The,4
MCR 2.223,4
MCR 5.203,4
MCR 6.450,4
Federal,4
MRE 1002,4
MCR 2.225,4
MCR 6.451,4
MCR 2.226,4
MCR 2.207,4
MCR 2.227,4
MCR 2.228,4
shall be Friday at 5:30 p.m. until Sunday at 5:30 p.m. with parenting  time exchanges,4
parties to conduct the parenting  time exchanges.  There shall be no communication  at,4
MCR 5.204,4
MCR 5.205,4
MCR 2.222,4
MCR 2.221,4
"currently  with Plaintiff/Father  for parenting  time, and despite this Order being effective",4
MCR 7.209,4
MCR 6.507,4
MCR 2.206,4
MCR 8.302,4
MCL 600.5701,4
net cost of adding the children to the parent's ooverage,4
MCR 5.208,4
MCR 6.504,4
MCL 600.5716,4
MCR 6.505,4
MCR 5.202,4
"Please make sure his boots come back with him, he will need them this weekend.",4
MRE 1004,4
MRE 404(b),4
MCL 600.605,4
Prior Orders not specifically  or by implication  modified  in this Order are preserved  and remain in effect.,4
MCR 5.201,4
MRE 403,4
MCR 3.501,4
MCR 3.502,4
MCR 3.503,4
MCR 6.509,4
MCR 6.508,4
MRE 401,4
MRE 402,4
MCR 5.207,4
parent may contest the notice by requesting  a review or hearing concerning  availability  of health care at a reasonable,4
MRE 803(8),4
"inherent rights to the natural dffection and love of both partItes, neither party shall dei",4
MRE 803(6),4
MCL 125.2301,4
MCR 6.503,4
MCR 5.206,4
MCR 2.205,4
"differentqhi)dcare,arrang'ement.forfheminorchi)d. Pl'aintiff/Fa'ther%not.wor)kingsothe",4
MCR 2.202,4
MCR 7.210,4
MCR 7.214,4
MCR 3.703,4
MCR 7.213,4
MCR 7.207,4
MCR 7.219,4
MRE 703,4
MRE 702,4
MCL 554.601,4
all during 'the p'arenting lime=exch3pge.s.,4
MRE 613,4
MRE 612,4
MCR 8.301,4
MRE 609,4
MCR 7.211,4
MCR 3.410,4
MCR 3.702,4
MCR 3.229,4
MCR 3.222,4
MCR 3.223,4
MCR 3.224,4
MCR 3.306,4
MCR 3.305,4
MCR 3.304,4
MCR 3.303,4
MCR 3.302,4
MCR 3.301,4
MCR 3.230,4
MCR 7.103,4
Fourteenth Amendment parental rights claim,4
MCR 5.144,4
MCR 5.143,4
Fifth Amendment takings claim,4
MCR 5.142,4
MCR 5.141,4
MCR 5.140,4
First Amendment free exercise claim,4
MCR 7.101,4
MCR 3.219,4
MCR 2.114,4
MCR 2.507,4
MCR 3.310,4
MCR 8.104,4
MCR 8.103,4
MCR 8.101,4
MCR 5.158,4
MCR 5.151,4
MCR 3.202,4
MCR 3.204,4
Alter ego liability,4
MCR 3.205,4
MCR 3.209,4
MCR 3.212,4
MCR 3.213,4
MCR 3.214,4
MCR 3.215,4
MCR 3.217,4
MCR 3.218,4
MCR 7.205,4
MCR 3.208,4
MCR 3.207,4
MCR 7.102,4
MCR 7.104,4
MCR 8.106,4
MCR 7.120,4
MCR 5.117,4
MCR 5.118,4
MCR 5.119,4
MCR 5.120,4
MCR 5.121,4
MCR 7.118,4
MCR 7.119,4
Eighth Amendment cruel and unusual punishment,4
MCR 2.401(B),4
MCR 5.125,4
MCR 7.105,4
MCR 5.126,4
MCR 5.127,4
MCR 5.128,4
MCR 7.121,4
MCR 7.122,4
MCR 5.131,4
MCR 5.132,4
MCR 5.133,4
MCR 7.123,4
MCR 7.117,4
MCR 7.116,4
MCR 7.115,4
MCR 5.113,4
MCR 7.106,4
MCR 7.107,4
MCR 7.108,4
MCR 7.109,4
MCR 7.110,4
MCR 7.111,4
MCR 7.112,4
MCR 5.101,4
MCR 5.102,4
MCR 5.103,4
MCR 5.104,4
MCR 5.105,4
MCR 5.106,4
MCR 5.107,4
MCR 5.108,4
MCR 5.109,4
MCR 7.113,4
MCR 7.114,4
MCR 5.112,4
MCR 8.105,4
MCR 8.107,4
MCR 1.201,4
MCR 2.109,4
MCL 722.23,4
MCR 2.115,4
MCR 2.113,4
MCR 3.412,4
MCR 3.411,4
MCR 6.445,4
MCR 2.112,4
MCR 2.111,4
MCR 2.110,4
MCR 2.108,4
MCR 2.420,4
MCR 3.403,4
MCR 3.402,4
MCR 3.401,4
MCR 2.102,4
MCR 2.101,4
MCR 1.111,4
MCR 1.106,4
MCR 1.105,4
MCR 6.615,4
MCR 2.201,4
MCR 2.203,4
MCR 2.204,4
MCR 8.201,4
MCR 3.701,4
MCR 3.216,4
MCR 3.210,4
MCR 3.206,4
MCR 3.201,4
MCR 2.613,4
MCR 2.516,4
MCR 2.513,4
MCR 2.511,4
MCR 2.508,4
MCR 2.504,4
MCR 2.403,4
MCR 2.402,4
MCR 2.311,4
MCR 2.309,4
MCR 8.205,4
MCR 8.204,4
MCR 8.203,4
MCR 8.202,4
MCR 2.421,4
MCR 5.502,4
MCR 8.108,4
MCR 8.120,4
MCR 8.128,4
MCR 8.127,4
MCR 8.126,4
MCR 2.406,4
MCR 2.405,4
Waiver,4
MCR 2.404,4
MCR 8.122,4
MCR 8.121,4
MCR 8.119,4
MCR 5.501,4
MCR 8.117,4
MCR 8.116,4
MCR 8.115,4
MCR 5.162,4
MCR 8.113,4
MCR 8.112,4
MCR 8.111,4
MCR 8.110,4
MCR 8.109,4
MCR 1.101,4
MCR 1.102,4
MCR 1.103,4
MCR 1.107,4
MCR 6.620,4
MCR 6.625,4
Utility overcharge claim,4
Constructive eviction,4
MCR 2.301,4
MCR 2.303,4
MCR 2.304,4
MCR 2.305,4
MCR 2.306,4
MCR 2.307,4
MCR 2.308,4
MCR 2.316,4
MCR 2.412,4
MCR 2.411,4
MCR 2.410,4
MCR 2.408,4
MCR 2.407,4
MCR 1.112,4
MCR 1.110,4
MCR 7.217,4
MCR 6.506,4
MCR 7.218,4
MCR 9.233,4
MCR 9.214,4
Family Court Services,4
MCR 9.215,4
MCR 9.216,4
MCR 9.217,4
MCR 9.218,4
MCR 9.219,4
"21 days from the date this order is mailed. If you do not object, this proposed  order will be presented  to the court for",4
pursuant to MCL 552.603. Both parties shall notify the Triend of the court in,4
and to the court that specifies the date chargesto the court. Support charges,4
Tindings by the court.,4
(Item 2 continued.)Original - Court,4
3rd copy - Fnend of the court,4
Court telephone  no.,4
MCR 9.226,4
MCR 9.227,4
MCR 9.228,4
MCR 9.230,4
MCR 9.231,4
MCR 9.213,4
"muskegoncourtcollections@co.muskegon.mi.ustl t-l,Qr",4
C)rlg'inal -.Court,4
MCR 9.203,4
MCR 5.304,4
MCR 1.109(D),4
MCR 1.108,4
The Court finds that neither has a religious  affiliation.  The Court finds that,4
MCR 1.104,4
The Court has already addressed  part of these concerns  in Factor d.,4
MCR 5.302,4
MCR 5.301,4
MCR 9.204,4
MCR 9.209,4
MCR 9.205,4
MCR 9.206,4
MCR 9.207,4
"21 days from the date this or5der is mailed. If you do not object, this proposed order will be presented to the court for",4
Judge Hon. Jenny L. Mcneill,4
MCR 9.208,4
PRESENT:  HONORABLE  JENNY L. MCNEILL,4
CIRCUIT  COURT JUDGE,4
MCR 9.232,4
MCR 9.234,4
"OF CUSTODY,  PARENTING  TIME, AND CHILD SUPPORT,",4
MCR 9.235,4
B. Grant Defendant's  Objection  to joint physical  custody.,4
MCR 9.251,4
G. Grant Defendant's  Objection  to joint legal custody.,4
H. Order that Defendant  shall have sole legal custody.,4
MCR 9.252,4
"Parenting  Time, and Child Support  Following  Facilitative  Information  Gathering",4
5. Defendant  objects to the Order of joint physical custody.,4
6. Defendant  objects to the Order of joint legal custody.,4
"recent Hearing,  this Court instructed  that if Plaintiff violates the PPO again, he",4
"We have received  your response  to the State Tax Refund Pre-Offset  Notice. Upon review, the amount owed, at",4
MCR 9.253,4
SCHEDuLING  CONFERENCE  ORDER  - REVIEW  CHILD CUSTODY,4
MCR 4.305,4
MCR 4.306,4
MCR 4.101,4
collateral estoppel,4
consider  this carefully  as you complete  the Motion Regarding  Custody.,4
CHILD  CUSTODY  ACT OF 1970 (EXCERPT),4
MCR 9.260,4
"A. Grant a Judicial Review of the Ex Parte Order for Custody,  Parenting  Time,",4
MCR 9.250,4
"CUSTODY,  PARENTING  TIME, AND CHILD SUPPORT",4
MCR 9.242,4
MCR 9.236,4
friend of the court is not required to act on more than one request received from a party each 36 months. A parl may,4
A parent whose custody or parenting  time of a child is governed  by this order shall not change,4
"the legal residence  of the child except in compliance  with Section 11 of the ""Child Custody  Act of 1970"", 1970",4
Protective  Order; Motion to Dismiss Objections  in Custody Case; Motion to Impeach,4
MCR 9.240,4
MCR 9.241,4
evidence  that Defendant/Mother  shall have sole physical custody of the minor child.,4
MCR 9.243,4
* 1stSplitChristmasBreak(1sfsplitbeginsthedayschoolrecessesat6:00p.m.,4
MCR 9.244,4
6. The twelve factors set forth in the Child Custody  Act (MCLA  722.23) were considered  in the following,4
MCR 9.245,4
MCR 4.301,4
person awarded  custody must promptly  notify the friend of the court in writing when the minor is moved to,4
MCR 4.302,4
MCR 4.303,4
MCR 4.304,4
MCR 5.305,4
MCR 2.116(G),4
Judge signatur Jn date,4
MCR 6.312,4
MCR 9.113,4
MCR 9.114,4
MCR 9.115,4
MCR 9.116,4
MCR 9.117,4
MCR 9.118,4
MCR 9.119,4
MCR 9.120,4
MCR 9.121,4
MCR 9.122,4
MCR 9.123,4
MCR 9.124,4
MCR 9.125,4
MCR 9.126,4
MCR 9.127,4
MCR 9.128,4
MCR 9.129,4
MCR 9.130,4
MCR 9.131,4
MCR 9.112,4
MCR 9.111,4
MCR 9.110,4
MCR 7.311,4
MCR 7.319,4
MCR 7.318,4
MCR 7.317,4
MCR 7.316,4
MCR 7.315,4
MCR 7.314,4
MCR 7.313,4
MCR 7.312,4
MCR 7.310,4
MCR 9.109,4
MCR 9.101,4
MCR 9.102,4
MCR 9.103,4
MCR 9.104,4
MCR 9.105,4
MCR 9.106,4
MCR 9.107,4
MCR 9.108,4
MCR 7.308,4
MCR 7.307,4
MCR 7.306,4
MCR 6.303,4
MCR 2.626,4
MCR 2.517(A),4
MCR 5.313,4
MCR 2.630,4
Court addram,4
MCR 5.312,4
MCR 6.301,4
MCR 6.302,4
MCR 6.304,4
constructive trust,4
MCR 5.311,4
MCR 5.310,4
reduced  to zero effective  the date that the friend of the court office provides  notice of the abatement  to the parties and,4
MCR 5.309,4
MCR 5.308,4
MCR 2.302(E),4
MCR 6.310,4
MCR 5.307,4
MCR 2.622,4
MCR 2.620,4
MCR 7.303,4
MCR 2.604,4
MCR 6.202,4
MCR 6.201,4
MCR 7.302,4
Piercing the corporate veil,4
MCR 7.301,4
Successor liability,4
MCR 2.601,4
MCR 2.602,4
MCR 2.605,4
IN THE CIRCUIT  COURT  FOR THE COUNTY  OF MUSKEGON,4
MCR 2.610,4
PPO,4
Custody,4
treble damages,4
MCR 2.611,4
MCR 2.614,4
MCR 2.615,4
Deceptive trade practices,4
MCR 9.261,4
4. Defendant  did not express an agreement  to joint physical  custody and,4
"Judgment  of Custody,  Parenting  Time, and Child Support;  Uniform  Child Support",4
MCR 3.607,4
MCR 3.615,4
MCR 3.614,4
MCR 3.613,4
MCR 3.612,4
MCR 3.611,4
MCR 6.411,4
MCR 6.412,4
MCR 3.104,4
MCR 3.605,4
MCR 3.616,4
PPO service.,4
Converted  Statute - 990401 -:- LEIN WARRANT/PPO,4
MCR 3.604,4
MCR 3.603,4
MCR 3.602,4
MCR 3.601,4
MCR 3.105,4
MCR 3.106,4
Child Support Order.,4
MCR 3.617,4
-'l'he eor:ts tequired io administer this '6)fild supPojt dbligatt6n oOW6%h tlie b'en6flts *f pro6essing ju:@b Ati Qt'a6r.,4
MCR 6.402,4
UnifomiChlld8upportOrder (7/27),4
[1 Suppod WaS reduced because payer's income WaS reduced.,4
"18 years of age. Therefore,  the support obligation  for each specific child ends on the last day of the month as",4
"by MCL 552.603,  support is a judgment  the date it is due and is not modifiable  retroactively.  A surcharge  may be",4
"Uniform Child support order ( lumbes( 7121) ,",4
"18 years of age. Therefore, the support obligation for each specific child ends on the last day of the month as",4
"Appearance  and Notice; Defendant's  Objection  to Ex Parte Order for Custody,",4
Uniform Child Support Order (7/21 ),4
MCR 6.403,4
MCR 3.618,4
c. ThechildsupportorderdeviatesfromtheMichiganChildSupportFormulaasfollows:,4
the L)ntform Child Supporf Order must indkate this fomi was Included.,4
MCR 3.101,4
"efendan""""i, CUST-CM!LD S- UPPORT",4
MCR 3.102,4
MCR 3.103,4
MCR 6.410,4
"Custody, Parenting Time, and Child Support Following Facilitative Information",4
MCR 6.416,4
MCR 6.417,4
MCR 6.419,4
* Spring Break (Parenting  time shall commence  at 6:00 p.m. the day school,4
PARENTING  TIME,4
IT IS HEREBY  ORDERED  the parties shall equally share parenting  time witli the minor child on,4
altering substance  twelve (12) hours prior to or during parenting  times with the minor child.,4
MCR 6.435,4
"* Plaintiff shall next exercise  parenting  time from Friday, August 9, 2024, at",4
"* Plaintiff shall next exercise  parenting  time fmm Friday, August 23, 2024, at",4
"* Plaintiff shall next exercise  parenting  time from Friday, September  6, 2024, at",4
Parenting  Time schedule  as follows:,4
D. Grant Defendant's  Objection  to equal parenting  time.,4
MCR 6.420,4
E. Order that Plaintiffs  parenting  time shall be supervised  at an Agency at,4
further review of parenting  time by this Court.,4
MCR 6.440,4
parenting  time.,4
MCR 6.441,4
"t)'iere is fartriei- mistake cf fact, please submit a letter to the Friend of the Court with your proofs of error for us to review.",4
parent may contest the notice by requesting  a review or hearing conceming  availability  of health care at a reasonable,4
"i(-, ice current or",4
MCR 6.433,4
"-537.00Payei""s Base Suppori after Parental Time Offset 5@,@@",4
"[ncomeiiTable Parent2Table =i,",4
MCR 2.117,4
MCR 4.401,4
MCR 3.110,4
Hearing,4
MCR 6.425,4
MCR 2.106,4
Benchbook,4
Motion to Quash Service,4
MCR 6.427,4
MCR 6.428,4
MCR 6.429,4
MCR 6.430,4
is the moral fflness of the parties as to how they will function as a parent.,4
MCR 6.431,4
IT IS FURTHER  ORDERED  that Plaintiff/Father  shall exercise parenting  time on,4
weekends  from . with parenting  time,4
shall be F . with parenting  time exchanges,4
parties to mnduct the parenting  time exchanges. There shall be no communication  at,4
Defendant's  need to secure a PPO against Plaintiff.,4
MCR 6.401,4
MCR 5.405,4
MCR 6.121,4
MCR 2.509,4
"may redirect support paid for a child to the person who is providing  the actual care, support, and maintenance  of that",4
"child, and shall abate support charges to zero for a child who resides on a full-time basis with the payer of supporl or if",4
MCR 2.505,4
MCR 2.503,4
MCR 2.502,4
MCR 2.501,4
MCR 5.404,4
MCR 6.112,4
MCR 6.111,4
MCR 6.110,4
MCR 6.108,4
t)m UnHbmi Ch&J Support Omer must In&ate this fomi wsm tnduded.,4
"rocioo (iiita) UNIFOfU!4CHILDttlPPORTORDER,DE!MTK)NADDENDuNlMCL 552.517, MCL 552.517b(3).",4
MCR 6.107,4
MCR 6.106,4
MCL 445.911,4
MCR 9.301,4
MCR 6.105,4
MCR 6.120,4
MCR 2.510,4
MCR 9.303,4
MCR 2.512,4
MCR 9.262,4
MCR 9.263,4
MCR 9.264,4
law of the case,4
mootness,4
ripeness,4
evidence  that Defendant/Mother shall have sole physical custody of the minor child.,4
IT IS FURTHER  ORDERED  that Holiday Parenting  Time takes precedence  over,4
IT IS FURTHER  ORDERED  that a parent whose custody or parenting  time of the,4
MCR 5.401,4
MCR 5.402,4
MCR 5.403,4
MCR 2.518,4
"change of address so long as this Judgment  of Custody,  Parenting  Time, and Child",4
MCR 2.515,4
MCR 2.514,4
MCR 6.126,4
MCR 6.125,4
Abuse of discretion,4
"child, and shall abate support charges to zero for a child who resides on a full-time basis with the payer of support orif",4
"Except otherwise  provided  in this Order, neither parent shall exercise  parenting  time in a foreign",4
MCR 6.104,4
MCR 9.317,4
MCR 9.313,4
MCR 5.407,4
Base Support  after PTO,4
MCR 9.315,4
Payer's Base Support  Amount  after PTO,4
MCR 5.408,4
I !tection:BsiuF+upportCa)culatkin l,4
MCR 9.311,4
MCR 9.305,4
MCR 5.409,4
BamSupportAmouni S545.00 S61R.00,4
"Annual Ordinary Medical Fxpen'ie per MichiHan C hild Suppon s45,,",4
sovereign immunity,4
MCR 5.411,4
MCR 5.406,4
(-MJSupponChiidren+inCalculaticin I 1,4
MCR 6.102,4
MCR 9.309,4
MCR 6.103,4
MCR 6.101,4
MCR 9.307,4
MCL 600.619,3
MCL 600.615,3
MCL 600.614,3
MCL 600.629,3
MCL 600.627,3
MCL 600.635,3
MCL 600.613,3
MCL 600.626,3
MCL 600.625,3
MCL 600.612,3
MCL 600.624,3
MCL 600.616,3
MCL 600.631,3
MCL 600.634,3
MCL 600.636,3
MCL 600.628,3
MCL 600.651,3
MCL 600.652,3
MCL 600.653,3
MCL 600.654,3
MCL 600.655,3
MCL 600.656,3
MCL 600.657,3
MCL 600.658,3
MCL 600.659,3
MCL 600.66,3
MCL 600.661,3
MCL 600.623,3
MCL 600.621,3
MCL 600.611,3
MCL 600.648,3
MCL 600.63,3
MCL 600.649,3
MCL 600.639,3
MCL 600.632,3
MCL 600.617,3
MCL 600.65,3
MCL 600.638,3
MCL 600.637,3
MCL 600.609,3
MCL 600.608,3
MCL 600.606,3
MCL 600.641,3
MCL 600.62,3
MCL 600.642,3
MCL 600.647,3
MCL 600.646,3
MCL 600.607,3
MCL 600.645,3
MCL 600.644,3
MCL 600.633,3
MCL 600.643,3
MCL 600.622,3
MCL 600.61,3
MCL 600.64,3
MCL 600.618,3
MCL 600.469,3
MCL 600.604,3
MCL 600.603,3
MCL 600.341,3
MCL 600.342,3
MCL 600.343,3
MCL 600.344,3
MCL 600.345,3
MCL 600.346,3
MCL 600.347,3
MCL 600.348,3
MCL 600.349,3
MCL 600.35,3
MCL 600.351,3
MCL 600.352,3
MCL 600.353,3
MCL 600.354,3
MCL 600.355,3
MCL 600.356,3
MCL 600.357,3
MCL 600.358,3
MCL 600.359,3
MCL 600.36,3
MCL 600.361,3
MCL 600.34,3
MCL 600.339,3
MCL 600.338,3
MCL 600.326,3
MCL 600.317,3
MCL 600.318,3
MCL 600.319,3
MCL 600.32,3
MCL 600.321,3
MCL 600.322,3
MCL 600.323,3
MCL 600.324,3
MCL 600.325,3
MCL 600.327,3
MCL 600.337,3
MCL 600.328,3
MCL 600.329,3
MCL 600.33,3
MCL 600.331,3
MCL 600.332,3
MCL 600.333,3
MCL 600.334,3
MCL 600.335,3
MCL 600.336,3
MCL 600.362,3
MCL 600.363,3
MCL 600.364,3
MCL 600.399,3
MCL 600.39,3
MCL 600.391,3
MCL 600.392,3
MCL 600.393,3
MCL 600.394,3
MCL 600.395,3
MCL 600.396,3
MCL 600.397,3
MCL 600.398,3
MCL 600.4,3
MCL 600.388,3
MCL 600.401,3
MCL 600.402,3
MCL 600.403,3
MCL 600.404,3
MCL 600.405,3
MCL 600.406,3
MCL 600.407,3
MCL 600.408,3
MCL 600.409,3
MCL 600.389,3
MCL 600.387,3
MCL 600.365,3
MCL 600.375,3
MCL 600.366,3
MCL 600.367,3
MCL 600.368,3
MCL 600.369,3
MCL 600.37,3
MCL 600.371,3
MCL 600.372,3
MCL 600.373,3
MCL 600.374,3
MCL 600.376,3
MCL 600.386,3
MCL 600.377,3
MCL 600.378,3
MCL 600.379,3
MCL 600.38,3
MCL 600.381,3
MCL 600.382,3
MCL 600.383,3
MCL 600.384,3
MCL 600.385,3
MCL 600.316,3
MCL 600.315,3
MCL 600.314,3
MCL 600.254,3
MCL 600.245,3
MCL 600.246,3
MCL 600.247,3
MCL 600.248,3
MCL 600.249,3
MCL 600.25,3
MCL 600.251,3
MCL 600.252,3
MCL 600.253,3
MCL 600.255,3
MCL 600.243,3
MCL 600.256,3
MCL 600.257,3
MCL 600.258,3
MCL 600.259,3
MCL 600.26,3
MCL 600.261,3
MCL 600.262,3
MCL 600.263,3
MCL 600.264,3
MCL 600.244,3
MCL 600.242,3
MCL 600.266,3
MCL 600.23,3
MCL 600.221,3
MCL 600.222,3
MCL 600.223,3
MCL 600.224,3
MCL 600.225,3
MCL 600.226,3
MCL 600.227,3
MCL 600.228,3
MCL 600.229,3
MCL 600.231,3
MCL 600.241,3
MCL 600.232,3
MCL 600.233,3
MCL 600.234,3
MCL 600.235,3
MCL 600.236,3
MCL 600.237,3
MCL 600.238,3
MCL 600.239,3
MCL 600.24,3
MCL 600.265,3
MCL 600.267,3
MCL 600.313,3
MCL 600.302,3
MCL 600.293,3
MCL 600.294,3
MCL 600.295,3
MCL 600.296,3
MCL 600.297,3
MCL 600.298,3
MCL 600.299,3
MCL 600.3,3
MCL 600.301,3
MCL 600.303,3
MCL 600.291,3
MCL 600.304,3
MCL 600.305,3
MCL 600.306,3
MCL 600.307,3
MCL 600.308,3
MCL 600.309,3
MCL 600.31,3
MCL 600.311,3
MCL 600.312,3
MCL 600.292,3
MCL 600.29,3
MCL 600.268,3
MCL 600.278,3
MCL 600.269,3
MCL 600.27,3
MCL 600.271,3
MCL 600.272,3
MCL 600.273,3
MCL 600.274,3
MCL 600.275,3
MCL 600.276,3
MCL 600.277,3
MCL 600.279,3
MCL 600.289,3
