label,count
MISC;Node;Violation;to the court. Support charges shall be reinstated effective 60 days after the incapacitation ends. The office shall,4
"MISC;Node;Violation;week off parenting time, due to the temporary Order, and since the minor child is",4
"8. Redirection and Abatement. As provided by MCL 552.605d and subject to statutory procedures, the friend of the court;MISC;Node;Violation",4
FRCP 41;MISC;Node,3
MISC;Node;Violation;net cost of adding the children to the parent's ooverage,3
-'l'he eor:ts tequired io administer this '6)fild supPojt dbligatt6n oOW6%h tlie b'en6flts *f pro6essing ju:@b Ati Qt'a6r.;MISC;Node;Violation,3
FRCP 40;MISC;Node,3
FRCP 13;MISC;Node,3
FRCP 38;MISC;Node,3
FRCP 42;MISC;Node,3
FRCP 43;MISC;Node,3
FRCP 44;MISC;Node,3
FRCP 45;MISC;Node,3
FRCP 46;MISC;Node,3
FRCP 47;MISC;Node,3
FRCP 48;MISC;Node,3
FRCP 49;MISC;Node,3
FRCP 5;MISC;Node,3
"MISC;Node;Please make sure his boots come back with him, he will need them this weekend.;Violation",3
FRCP 39;MISC;Node,3
FRCP 32;MISC;Node,3
FRCP 37;MISC;Node,3
FRCP 36;MISC;Node,3
FRCP 14;MISC;Node,3
FRCP 15;MISC;Node,3
FRCP 17;MISC;Node,3
FRCP 11;MISC;Node,3
FRCP 18;MISC;Node,3
FRCP 51;MISC;Node,3
FRCP 19;MISC;Node,3
FRCP 10;MISC;Node,3
FRCP 2;MISC;Node,3
FRCP 20;MISC;Node,3
FRCP 21;MISC;Node,3
FRCP 22;MISC;Node,3
FRCP 23;MISC;Node,3
FRCP 24;MISC;Node,3
FRCP 1;MISC;Node,3
FRCP 25;MISC;Node,3
FRCP 27;MISC;Node,3
FRCP 28;MISC;Node,3
FRCP 29;MISC;Node,3
FRCP 3;MISC;Node,3
FRCP 30;MISC;Node,3
FRCP 31;MISC;Node,3
"MISC;Node;Violation;inherent rights to the natural dffection and love of both partItes, neither party shall dei",3
FRCP 12;MISC;Node,3
FRCP 33;MISC;Node,3
FRCP 34;MISC;Node,3
FRCP 35;MISC;Node,3
FRCP 50;MISC;Node,3
FRCP 78;MISC;Node,3
FRCP 52;MISC;Node,3
MISC;Node;Violation;c. ThechildsupportorderdeviatesfromtheMichiganChildSupportFormulaasfollows:,3
Judge signatur Jn date;MISC;Node;Violation,3
Constructive eviction;MISC;Node,3
Child Support Order.;MISC;Node;Violation,3
"MISC;Node;Violation;efendan""""i, CUST-CM!LD S- UPPORT",3
MISC;Node;Violation;the L)ntform Child Supporf Order must indkate this fomi was Included.,3
MISC;Node;Waiver,3
MISC;Node;Violation;the name and address of his or her current source of income and of any health care,3
28 U.S.C. § 1391 (Venue);Authority;MISC;Node,3
"MISC;Node;Uniform Child support order ( lumbes( 7121) ,;Violation",3
"MISC;Node;Violation;differentqhi)dcare,arrang'ement.forfheminorchi)d. Pl'aintiff/Fa'ther%not.wor)kingsothe",3
MISC;Motion to Quash Service;Node,3
COURT ORDERED  JUDGMENT  OF;MISC;Node;Violation,3
MISC;Node;Violation;[1 Suppod WaS reduced because payer's income WaS reduced.,3
MISC;Node;Violation;all during 'the p'arenting lime=exch3pge.s.,3
MISC;Node;Violation;is the moral fitness of the parties as to how they wiil function as a parent.,3
MISC;Node;collateral estoppel,3
FRCP 9;MISC;Node,3
MISC;Node;Piercing the corporate veil,3
"-537.00Payei""s Base Suppori after Parental Time Offset 5@,@@;MISC;Node;Violation",3
"MISC;Node;Violation;[ncomeiiTable Parent2Table =i,",3
First Amendment free exercise claim;MISC;Node,3
Deceptive trade practices;MISC;Node,3
MISC;Node;Violation;is the moral fflness of the parties as to how they will function as a parent.,3
MISC;Node;constructive trust,3
"MISC;Node;Violation;mail. Please include your Name, Date of Birth, and ""Jail Stay"" if you are mailing in your payment.",3
28 U.S.C. § 1651 (All Writs Act);Authority;MISC;Node,3
Fourteenth Amendment parental rights claim;MISC;Node,3
EGLE regulations;MCL 554.139;MISC;Node,3
"MISC;Node;Violation;t)'iere is fartriei- mistake cf fact, please submit a letter to the Friend of the Court with your proofs of error for us to review.",3
Eighth Amendment cruel and unusual punishment;MISC;Node,3
"MISC;Node;Violation;i(-, ice current or",3
HON. JENNY L. MCNEILL: P-58235;MISC;Node;Violation,3
MISC;Node;UnifomiChlld8upportOrder (7/27);Violation,3
FRCP 86;MISC;Node,3
FRCP 53;MISC;Node,3
FRCP 61;MISC;Node,3
FRCP 67;MISC;Node,3
FRCP 66;MISC;Node,3
FRCP 65;MISC;Node,3
FRCP 64;MISC;Node,3
FRCP 63;MISC;Node,3
FRCP 62;MISC;Node,3
FRCP 60;MISC;Node,3
FRCP 69;MISC;Node,3
FRCP 6;MISC;Node,3
FRCP 59;MISC;Node,3
FRCP 58;MISC;Node,3
FRCP 57;MISC;Node,3
FRCP 55;MISC;Node,3
FRCP 54;MISC;Node,3
FRCP 68;MISC;Node,3
FRCP 7;MISC;Node,3
FRCP 85;MISC;Node,3
FRCP 79;MISC;Node,3
FRCP 84;MISC;Node,3
FRCP 83;MISC;Node,3
FRCP 82;MISC;Node,3
FRCP 81;MISC;Node,3
FRCP 80;MISC;Node,3
FRCP 8;MISC;Node,3
FRCP 77;MISC;Node,3
FRCP 70;MISC;Node,3
FRCP 76;MISC;Node,3
FRCP 75;MISC;Node,3
FRCP 74;MISC;Node,3
FRCP 73;MISC;Node,3
FRCP 72;MISC;Node,3
FRCP 71;MISC;Node,3
MISC;Node;law of the case,3
Fifth Amendment takings claim;MISC;Node,3
Authorities;MISC;Node,3
MISC;Node;Utility overcharge claim,3
"July '17, 2024, parenting time stiall b.e as follows:;MISC;Node;Violation",3
"6. Address,  Employment  Status, Health Insurance.  Both parties shall notify the friend of the court in writing of: a) their;MISC;Node;Violation",3
"MISC;Node;Violation;child, and shall abate support charges to zero for a child who resides on a full-time basis with the payer of supporl or if",3
Judge Hon. Jenny L. Mcneill;MISC;Node;Violation,3
"21 days from the date this or5der is mailed. If you do not object, this proposed order will be presented to the court for;MISC;Node;Violation",3
"July 17, 2024, parenting  time shall be as follows:;MISC;Node;Violation",3
MISC;Matrices;Node,3
MISC;Node;The Court has reviewed  the police reports that were admitted  into evidence  and;Violation,3
MISC;Node;The Court finds that neither has a religious  affiliation.  The Court finds that;Violation,3
"21 days from the date this order is mailed. If you do not object, this proposed  order will be presented  to the court for;MISC;Node;Violation",3
"MISC;Node;Violation;period of time, but the Court as it appears she",3
MISC;Node;Violation;t)m UnHbmi Ch&J Support Omer must In&ate this fomi wsm tnduded.,3
"MISC;Node;Violation;rocioo (iiita) UNIFOfU!4CHILDttlPPORTORDER,DE!MTK)NADDENDuNlMCL 552.517, MCL 552.517b(3).",3
Base Support  after PTO;MISC;Node;Violation,3
CIRCUIT  COURT JUDGE;MISC;Node;Violation,3
MISC;Node;Violation;custody of the min;or child..,3
"* Plaintiff shall mntinue to exercise his current parenting time until Friday, July;MISC;Node;Violation",3
Hearing;MISC;Node,3
MISC;Node;Violation;and encourage  a close and continuing  parent-child  relationship  between,3
MISC;Node;PROOF OF SERVICE,3
MISC;Node;treble damages,3
"Custody,  Parenting  Time, and Child Support Following  Facilitative  Information;MISC;Node",3
MISC;Node;Violation;pursuant to MCL 552.603. Both parties shall notify the friend of the court in writing within 21 days of any change in this,3
Authority;MCR 2.104;MISC;Node,3
Family Court Services;MISC;Node;Violation,3
MISC;Node;PRESENT:  HONORABLE  JENNY L. MCNEILL;Violation,3
MISC;Node;Violation;friend of the court is not required to act on more than one request received from a party each 36 months. A parl may,3
"MISC;Node;Obj Ex Part Order Custody,  PT, CS 2024-001507-DC",3
"MISC;Node;Violation;muskegoncourtcollections@co.muskegon.mi.ustl t-l,Qr",3
"Child Support is the initial Order regarding  custody and parenting  time, issued by this;MISC;Node;Violation",3
MISC;Node;sovereign immunity,3
C)rlg'inal -.Court;MISC;Node;Violation,3
"CUSTODY,  PARENTING  TIME, AND;MISC;Node;Violation",3
MISC;Node;Successor liability,3
MISC;Node;Violation;friend of the court if the changes end those expenses. The child-care obligation for each child ends on August 31,3
"MISC;Node;Violation;child, and shall abate support charges to zero for a child who resides on a full-time basis with the payer of support orif",3
Alter ego liability;MISC;Node,3
MISC;Node;Violation;pursuant to MCL 552.603. Both parties shall notify the Triend of the court in,3
3rd copy - Friend of the court;MISC;Node;Violation,3
"MISC;Node;Violation;by MCL 552.603,  support is a judgment  the date it is due and is not modifiable  retroactively.  A surcharge  may be",3
MISC;Node;Violation;and to the court that specifies the date chargesto the court. Support charges,3
I !tection:BsiuF+upportCa)culatkin l;MISC;Node;Violation,3
(-MJSupponChiidren+inCalculaticin I 1;MISC;Node;Violation,3
"IT IS FURTHER  ORDERED  that the Ex Parte Order for Custody,  Parenting;MISC;Node;Violation",3
MISC;Node;Tindings by the court.;Violation,3
3rd copy - Fnend of the court;MISC;Node;Violation,3
(Item 2 continued.)Original - Court;MISC;Node;Violation,3
Abuse of discretion;MISC;Node,3
ActorHub;MISC;Node;The Court finds that Plaintiff/Father  is currently  self-employed  and was recently;Violation,3
* 1stSplitChristmasBreak(1sfsplitbeginsthedayschoolrecessesat6:00p.m.;MISC;Node;Violation,3
BamSupportAmouni S545.00 S61R.00;MISC;Node;Violation,3
"Annual Ordinary Medical Fxpen'ie per MichiHan C hild Suppon s45,,;MISC;Node;Violation",3
Court addram;MISC;Node;Violation,3
"18 years of age. Therefore,  the support obligation  for each specific child ends on the last day of the month as;MISC;Node;Violation",3
MISC;Node;Payer's Base Support  Amount  after PTO;Violation,3
MISC;Node;The Court has already addressed  part of these concerns  in Factor d.;Violation,3
Court telephone  no.;MISC;Node;Violation,3
MISC;Node;ripeness,3
MISC;Node;of that notice.,3
IN THE CIRCUIT  COURT  FOR THE COUNTY  OF MUSKEGON;MISC;Node;Violation,3
MISC;Node;mootness,3
"IT IS FURTHER  ORDERED  that this Judgment  of Custody,  Parenting  Time, and;MISC;Node;Violation",3
Authority;MCR 2.119;MISC;Node,3
"MISC;Node;Violation;i. The reasonable  preferences  of the child, if the court deems the child to",3
Authority;MCL 600.2918;MISC;Node,3
"""This i-uffi-m-on-s i-s Invalid unless served on or before Its expiration date. This e, D% . ! :, 7c,iRKMCOI(3/23>SUMMONS;MISC;Node;Violation",3
MISC;Node;Orders,3
"7. Foster-Care  Assignment.  When a child is placed in foster care, that child's support is assigned  to the Michigan;MISC;Node;Violation",3
MISC;Node;Violation;friend of the court if the changes  end those expenses.  The child-care  obligation  for each child ends on August 31,3
MISC;Node;Violation;different chi)dcare arrangement for the minor child. Plaintiff/Father is not working so the,2
"A Non-Jury  Trial Regarding  Custody,  Parenting  Time, and Child Support was;CategoryHub;MISC;Node;Violation",2
MISC;Node;Please provide the following information:;Violation,2
MISC;Node;Violation;shall be Friday at 5:30 p.m. until Sunday at 5:30 p.m. with parenting time exchanges,2
MISC;Node;Violation;regarding the minor child through the AppClose parenting application. The,2
IT IS FURTHER ORDERED that P!aintiff/Father shall exercise parenting time on;MISC;Node;Violation,2
MISC;Node;Violation;weekends fromp.m. with parenting time,2
MISC;Node;The Court finds that neither has a religious affiliation. The Court finds that;Violation,2
"MISC;Node;Violation;areadditional concems regarding the eviction,",2
MISC;Node;Violation;parties to conduct the parenting time exchanges. There shall be no communication at,2
"MISC;Node;Violation;currently with Plaintiff/Father for parenting time, and despite this Order being effective",2
MISC;Node;Violation;split providing each parent with one week with the children. The holiday,2
MISC;Node;Violation;parenting time for Christmas Eve and Christmas Day shall remain,2
MISC;Node;Violation;the regular parenting time schedule. Regular parenting time shall occur up until holiday,2
"MISC;Node;Violation;parenting time begins, and then at the conclusion of the holiday parenting time, regular",2
"MISC;Node;Violation;and disposition present as an issue for the Courti However, the Court finds that both",2
MISC;Node;Violation;parenting time shall resume.,2
"MISC;Node;Violation;child's legal residence at the time of this Judgment, unless: (i) the other parent consents",2
"Defendant/Mother is current on her mortgage. gWi Ml,da[-;MISC;Node;Violation",2
MISC;Node;Violation;unless specified differently in this order.,2
"MISC;Motions was done as jiarassment to Defendant and to the Court, along with an,mbuse of;Node;Violation",2
MISC;Node;PPO service.;Violation,2
MISC;Node;Violation;shall be F . with parenting  time exchanges,2
D. Grant Defendant's Objection to equal parenting time.;MISC;Node;Violation,2
"MISC;Node;Violation;the legal residence  of the child except in compliance  with Section 11 of the ""Child Custody  Act of 1970"", 1970",2
Ilaic Suppon af'tcr -s:ii.ooParental Time OfTsel;MISC;Node;Violation,2
MISC;Node;Violation;take into account that Defendant has another minor child from a different,2
"Except otherwise  provided  in this Order, neither parent shall exercise  parenting  time in a foreign;MISC;Node;Violation",2
* Spring Break (Parenting time shall commence at 6:00 p.m. the day school;MISC;Node;Violation,2
MISC;Node;Parenting Time schedule as follows:;Violation,2
MCR 2.105 Service of Process Validator;MISC;Node,2
"* Plaintiff shall next exercise parenting time from Friday, September 6, 2024, at;MISC;Node;Violation",2
E. Order that Plaintiffs  parenting  time shall be supervised  at an Agency at;MISC;Node;Violation,2
"* Plaintiff shall next exercise parenting time fmm Friday, August 23, 2024, at;MISC;Node;Violation",2
"* Plaintiff shall next exercise parenting time from Friday, August 9, 2024, at;MISC;Node;Violation",2
"IT IS HEREBY ORDERED the parties shall download and utilize the co-parenting app.,;MISC;Node;Violation",2
MISC;Node;Violation;altering substance twelve (12) hours prior to or during parenting times with the minor child.,2
"MISC;Node;Violation;alternatingweekswithexchangesonFridayat5:30p.m. Thefather'sparentingtimeshallbeginonMay3,2024.",2
E. Order that Plaintiffs parenting time shall be supervised at an Agency at;MISC;Node;Violation,2
MISC;Node;Violation;further review of parenting time by this Court.,2
"MISC;Node;Violation;after release, CREDITS WILL NOT BE APPLIED.",2
2. No case may be adjourned  except by authority  of the judge for good cause shown.;MISC;Node;Violation,2
Converted  Statute - 990401 -:- LEIN WARRANT/PPO;MISC;Node;Violation,2
MISC;Node;Violation;eviction pending regarding his living arrangement. Plaintiff/Father does not have,2
MISC;Node;Violation;parties to mnduct the parenting  time exchanges. There shall be no communication  at,2
MISC;Node;Violation;Witness;and a Motion to Modify Parenting Time and Drop-Off Arrangements.,2
4. Defendant  did not express an agreement  to joint physical  custody and;MISC;Node;Violation,2
"MISC;Node;Parenting Time, and Child Support Following Facilitative Information Gathering;Violation",2
MISC;Node;Violation;following factors. Has there been a change of circumstances that pertains to any factors? Please,2
MISC;Node;Violation;parent may contest the notice by requesting a review or hearing conceming availability of health care at a reasonable,2
"MISC;Node;Violation;the day before this Trial, identified  as: Motion for Parenting  Time and Contempt  of",2
"ActorHub;MISC;Node;Violation;recent Hearing,  this Court instructed  that if Plaintiff violates the PPO again, he",2
MISC;Node;Violation;are frivolous Motions.for which Plaintiff has already been instructed by this Court that if,2
MISC;Node;PLEASE USE COURT CASE NUMBER ON ALL OFFICE CONTACTS;Violation,2
MISC;Node;September to anyone in arrears at that time. Enclosed is a ledger showing charges and current balance. Ifyou feel;Violation,2
MISC;Node;Violation;parenting time.,2
"For questions or payment arrangements, please call (231 )724-3470. You may also contact the collections department by email at;MISC;Node;Violation",2
"MISC;Node;Violation;the vacation affects Plaintiffs scheduled parenting time, Defendan",2
MISC;Node;Violation;parties to cohduct the parentiriglime exchanged. Thetae shall be rio coffirr'iunicati5n at,2
MISC;Node;Violation;participate in extra-curricular activities. The party exercising parenting time shall be,2
"Gustodyi P=arentJrig Time, and Ohil5 eupport,Fol)owing FacilitattVe lnf5rr'attoti;MISC;Node;Violation",2
MISC;Node;ThisfactorissignificanttotheCourt. TheCourtQlainhff/Fatherasto;Violation,2
"MISC;Node;The undersigned certifies that on May 13, 2024, she served a true copy of the;Violation",2
"(see Tables 1 and 2 ). As observed, research on the adult;MISC;Node;Violation",2
MISC;Node;Violation;whichmeans to the Court that he does not enoourage n.Plaintiff/Father also,2
"MISC;Node;Violation;complained about the minor child saying ""momma. It is significant to the Court that",2
MISC;Node;Violation;throughout the course of this case and for which the Court has instructed him the,2
MISC;Node;Violation;child relationship be'meen Plaintiff/Father and the minor child. The Court does not,2
MISC;Node;This factor raises concems regarding Plaintiffs/Father's behavior. The Court is;Violation,2
MISC;Node;Violation;minor child. The Court's findings are as stated on the record.,2
MISC;Node;This Factor is a combination of all of the testimony and evidence. The Court is;Violation,2
"990 Terce st., Muskegon, Ml 49442Court telephone no.;MISC;Node;Violation",2
MISC;Node;Violation;€ The friend of the court remmmends diild support be ordered as follows.,2
32.Defendant asks the Court to Order that Plaintiff claims the minor chJJTh on;MISC;Node;Violation,2
"MISC;Node;Violation;removed from the State of Michigan without the written consent of this Court, and both parties shall",2
MISC;Node;PRESENT: HONORABLE JENNY L. MCNEILL;Violation,2
CIRCUIT COURT JUDGE;MISC;Node;Violation,2
"MISC;Node;Violation;conducted on July 17, 2024, In Person before Judge Jenny L. McNeill. The Court",2
"MISC;Node;Violation;following Order from the Bench, with the Order being enforceable effective July 17,",2
"MISC;Node;Violation;WHEREFORE, Defendant, Emily Ann Watson, respectfully requests this Court:",2
MISC;Node;Violation;known addresses as defined by MCR 3.203. € I also served the Deviation Addendum (FOC 1 ad) with this order. I declare,2
All handling fees are preserved. All arrears owed to the State of Michigan are preserved. All other anears are preserved unless;MISC;Node;Violation,2
"MISC;Node;The undersigned certifies that on May 28, 2024, she served a true copy of;Violation",2
MISC;Node;Violation;parent may contest the notice by requesting a review or hearing mnceming availability of hearth care at a reasonable,2
MISC;Node;Violation;i 14TH CIRCurT COURT - FAMILY DIVISION07 /06/2024,2
"MISC;Node;Violation;changes in their mailing address, residence address and name and address of current source of income.",2
All handling fees are preserved. All arrears owed to the State of Michigan are preserved. All other an-ears are preserved unless;MISC;Node;Violation,2
", NT IS ORDERED that the minor child of the parties shall have the inherent rights to the natural;MISC;Node;Violation",2
INHERENT RIGHTS;MISC;Node;Violation,2
MISC;Node;The Court has reviewed the police reports that were admitted into evidence and;Violation,2
MISC;Node;Violation;child. The Court's findings are as stated on the record.,2
"MISC;Node;Violation;support will be the date the payer is released from incarceration, or is no longer incapacitated. The",2
Court questions why Plaintiff/Father needs childcare for the child. The Court finds that;MISC;Node;Violation,2
COUNTY OF MUSKEGONPROOF OF SERVICE;MISC;Node;Violation,2
MISC;Node;Violation;when that coverage is acoessible to the child and available at a reasonable oost. The reasonatxle cost is the parent's,2
"MISC;Node;The undersigned certifies that on May 28, 2024, she served a true copy ofDefendant's Witness List and Expert Witness List, upon Andrew J;Violation",2
MISC;Node;Violation;parent may contest the notice by requesting a review or hearing concerning availability of health care at a reasonable,2
"MISC;Node;The undersigned certifies that on May ""1 3, 2024, she served a true copy of the;Violation",2
MISC;Node;Violation;known addresses as defined by MCR 3.203. 01 also served the Deviation Addendum (FOC 10d) with this order. I dedare,2
MISC;Node;Prior Orders not specifically or by implication modified in this Order are preserved and remain;Violation,2
MISC;Node;The Court finds that the minor child is of insufficient age to express a preference.;Violation,2
Attached is a copy of that order and either proof of service on or notification to the respondent of that order.;MISC;Node;Violation,2
Friend Of The Court1 4th CIRCUIT COURT;MISC;Node;Violation,2
MISC;Node;OFFICE OF THE FRIEND OF THE COURT;Violation,2
"MISC;Node;October 4, 2024 Court Case No: 2024-001507-DC;Violation",2
MISC;Node;Support  Formula.  The attached  deviation  addendum  (FOC 1 ad) provides  the basis for deviation  and the required;Violation,2
"MISC;Node;Violation;child's legal res'idence at fhe time of this Jud.gment, unless: (i) tme other parent 65nsents",2
MISC;Node;Violation;the Court. There is no criminal history regarding Defendant/Mother. The real ooncem,2
"Defendarit's next'parenting time weekend,;MISC;Node;Violation",2
"MISC;Node;Violation;currently witti Plaintiff/Father for par'@Oting time, and despise th,is Order bei'ng effective",2
"MISC;Node;Violation;which was entered on December  4, 2023 and extended  on November  27, 2024 with the new Expiration",2
"MISC;Node;Violation;parenting time, as well as how often they watch him. As Lincoln's father, I have the right to know",2
"MISC;Node;Violation;shall be FiiJay at 6:30 p.m. until Suriday-at 5:30 p,m,'with.parenting tii'r3e exchanges",2
IT IS F.uRTHER ORDERED' €tiait Ploiritiff/Father dhq(l exercise parenting tiriqe oan;MISC;Node;Violation,2
"MISC;Node;Violation;reggrding the minor child (tirough fhe App.Close parenting ap,pliaatiorr. The",2
MISC;Node;Violation;recalculate  child support utilizing the following  modifications:  for the child support,2
Base Support  Calculation  - 2021 MCSF 3.02(A);MISC;Node;Violation,2
"MISC;Node;Violation;[)efendantlXMottier testified that she encournges El 615sp and cqniinui,pg parent-",2
"MISC;Node;Violation;is the Bora( fitr3ess of.the pgrties as to how they will'function as a parent,",2
MISC;Node;The Court has already addressed part of these concerns in Factor d.;Violation,2
DefehdanMother isOurrent on her-moagagd.;MISC;Node;Violation,2
"MISC;Node;Th'e Court fineis that Plaintiff/Father is currently se,If-employe.d' and was re.cently;Violation",2
MISC;Node;Violation;Witness;and. a.Motion to Modify P-arenting Time and Drop-aC>ff Artnr(gemeriW+.,2
"IT 19 FURTHER gRDE-RED that the 5X Parte Ot'derf5r CugtOdy, ,Parenting;MISC;Node;Violation",2
"MISC;Node;Violation;consefited to 'in writing by both parUes, t'iei(her parent shall exer'cige pgrenti'ng'jime in a",2
MISC;Node;Violation;fully informed  of the current address of the child.,2
IN THE CIRCUIT COURT FOR THE COUNTY' OF MUSKEGON;MISC;Node;Violation,2
MISC;Node;Summary proceedings filed without proper notice/demand;Violation,2
MISC;Node;Violation;shall be limited to three witnesses each. Additional witnesses shall require Court,2
MISC;Node;Violation;€ The friend of the court recommends chiki support be ordered as follows.,2
"21 days from the date this order is mailed. If you do not object, this proposed order witl be presented to the court for;MISC;Node;Violation",2
